"",""SRR349743"",""SRR349744"",""SRR349745"",""SRR349746"",""SRR349747"",""SRR349748"",""SRR349749"",""SRR349750"",""SRR349751"",""SRR349752""
LOC105373146,0,0,0,0,0,0,0,0,0,0
CNKSR2,0,0,0,0,0,0,0,0,0,0
KLHL34,0,0,0,0,0,0,0,0,0,0
SMPX,0,0,0,0,0,0,0,0,0,0
MBTPS2,63,1,9,6,4,3,58,2,1,2
YY2,5,0,0,0,0,0,2,0,0,0
LOC124905259,0,0,0,1,0,0,0,0,0,0
SMS,40,8,6,8,1,4,82,2,0,1
PHEX,3,1,0,2,0,1,1,0,0,0
PHEX-AS1,0,0,0,0,0,0,0,0,0,0
PTCHD1-AS,1,0,0,0,0,0,0,0,0,0
CBLL2,0,0,0,0,0,0,0,0,0,0
DDX53,0,0,0,0,0,0,0,0,0,0
PTCHD1,4,1,0,0,0,0,0,0,0,0
LOC124905276,0,0,0,0,0,0,0,0,0,0
PRDX4,213,4,9,11,5,4,157,4,2,2
ACOT9,37,2,3,5,0,0,2,0,0,0
SAT1-DT,0,0,0,0,0,0,0,0,0,0
SAT1,75,1,2,9,3,2,84,1,4,0
LOC127933115,16,0,1,0,1,2,19,1,0,0
APOO,12,1,2,6,1,4,24,0,0,0
CXorf58,0,0,0,0,0,0,0,0,0,0
KLHL15,60,3,5,3,1,1,37,0,1,1
EIF2S3,188,7,10,27,3,8,216,2,5,0
LOC124905261,0,0,0,0,0,0,0,0,0,0
LOC124905260,0,0,0,0,0,0,0,0,0,0
LOC124900492,0,0,0,0,0,0,0,0,0,0
ZFX-AS1,0,0,0,0,0,0,0,0,0,0
ZFX,173,11,10,21,3,1,106,1,4,0
SUPT20HL2,0,0,0,0,0,0,0,0,0,0
SUPT20HL1,0,0,0,0,0,0,1,0,0,0
PDK3,171,8,7,2,4,2,64,3,2,0
PCYT1B,23,0,2,1,0,0,0,0,0,0
PCYT1B-AS1,0,0,0,0,0,0,0,0,0,0
LOC124905262,0,0,0,0,0,0,0,0,0,0
POLA1,87,1,4,7,2,1,28,2,0,0
SCARNA23,6,4,1,0,0,0,10,0,0,0
LOC124905263,1,0,1,0,0,0,0,0,0,0
ARX,0,0,0,0,0,1,1,0,0,0
LOC107985652,0,0,0,0,0,0,0,0,0,0
LOC107985707,0,0,0,0,0,0,0,0,0,0
MAGEB18,0,0,0,0,0,0,0,0,0,0
MAGEB6B,0,0,0,0,0,0,0,0,0,0
MAGEB6,0,0,0,0,0,0,0,0,0,0
MAGEB5,0,0,0,0,0,0,0,0,0,0
VENTXP1,0,0,0,0,0,0,0,0,0,0
LOC124905231,0,0,0,0,0,0,0,0,0,0
LOC105373150,0,0,0,0,0,0,0,0,0,0
PPP4R3C,0,0,0,0,0,0,0,0,0,0
DCAF8L2,3,0,0,0,0,0,2,1,0,0
MAGEB10,0,0,0,0,0,0,0,0,0,0
DCAF8L1,2,0,0,0,0,0,2,0,0,0
LOC105373151,0,0,0,0,0,0,0,0,0,0
LOC105373152,0,0,0,0,0,0,0,0,0,0
MIR6134,0,0,0,0,0,0,0,0,0,0
IL1RAPL1,0,0,0,0,0,0,2,0,0,0
MIR4666B,0,0,0,0,0,0,0,0,0,0
LOC107985632,0,0,0,0,0,0,0,0,0,0
MAGEB2,0,0,0,0,0,0,0,0,0,0
MAGEB3,0,0,0,0,0,0,0,0,0,0
MAGEB4,0,0,0,0,0,0,0,0,0,0
MAGEB1,0,0,0,0,0,0,0,0,0,0
NR0B1,0,0,0,0,0,0,0,0,0,0
TASL,2,0,0,1,0,0,1,0,0,0
GK,9,1,2,3,2,1,25,0,1,0
GK-AS1,6,0,0,2,0,0,4,0,0,0
TAB3,136,4,11,12,3,12,499,9,18,11
TAB3-AS1,0,0,0,0,0,0,2,0,0,0
FTHL17,0,0,0,0,0,0,0,0,0,0
DMD,63,2,2,0,1,0,10,0,0,0
LOC124905175,0,0,0,0,0,0,0,0,0,0
MIR3915,0,0,0,0,0,0,0,0,0,0
MIR548F5,0,0,0,0,0,0,0,0,0,0
LOC124905283,0,0,0,0,0,0,0,0,0,0
LOC105373153,1,0,0,0,1,0,0,0,0,0
FAM47A,0,0,0,0,0,0,0,0,0,0
LOC107985674,0,0,0,0,0,0,0,0,0,0
TMEM47,119,6,10,3,2,0,20,0,0,0
FAM47B,0,0,0,0,0,0,0,0,0,0
MAGEB16,0,0,0,0,0,0,0,0,0,0
CFAP47,0,0,1,0,0,0,0,0,0,0
LOC101928627,0,0,0,0,0,0,0,0,0,0
LOC105373155,0,0,0,0,0,0,0,0,0,0
FAM47C,0,0,0,0,0,0,0,0,0,0
FTHL18P,0,0,0,0,0,0,0,0,0,0
PRRG1,12,0,0,2,1,0,11,2,0,0
LANCL3,2,1,2,0,0,4,49,0,1,0
XK,5,1,1,0,0,1,31,3,1,0
CYBB,145,7,8,3,27,7,58,2,1,1
DYNLT3,144,10,12,25,5,11,422,5,10,7
SYTL5,4,0,0,3,0,0,29,0,1,1
H2AP,0,0,0,0,0,0,0,0,0,0
H2AL3,0,0,0,0,0,0,0,0,0,0
MIR548AJ2,0,0,0,0,0,0,0,0,0,0
SRPX,21,2,0,3,0,2,3,0,0,0
LOC124905176,0,0,0,0,0,0,0,0,0,0
RPGR,18,2,1,0,1,0,3,0,0,0
OTC,0,0,0,0,0,0,0,0,0,0
TSPAN7,232,4,4,19,2,0,52,2,0,0
MID1IP1-AS1,0,0,0,1,0,1,2,0,0,0
MID1IP1,41,1,2,9,2,3,75,3,1,1
LOC124905178,0,0,0,0,0,0,0,0,0,0
LOC124905177,0,0,0,0,0,0,3,0,0,0
LOC105373175,0,0,0,0,0,0,0,0,0,0
LINC01281,0,0,0,0,0,0,0,0,0,0
LINC01282,0,0,0,0,0,0,0,0,0,0
LOC105373176,0,0,0,0,0,0,0,0,0,0
LINC01283,1,0,0,0,0,0,0,0,0,0
MIR3937,0,0,0,0,0,0,0,0,0,0
LOC105373178,0,0,0,0,0,0,0,0,0,0
LOC105373177,0,0,0,0,0,0,0,0,0,0
MIR1587,0,0,0,0,0,0,0,0,0,0
LOC105373180,0,0,0,0,0,0,0,0,0,0
LINC03053,0,0,0,0,0,0,0,0,0,0
BCOR,84,2,4,3,2,4,113,0,1,2
LOC107985687,0,0,0,0,0,0,0,0,0,0
LINC03099,0,0,0,0,0,0,3,0,0,0
LOC124905275,0,0,0,0,0,0,0,0,0,0
LOC105373182,0,0,0,0,0,0,0,0,0,0
ATP6AP2,544,16,8,17,15,14,446,8,9,2
MPC1L,0,0,0,0,0,0,0,0,0,0
CXorf38,41,1,1,4,4,3,49,3,1,0
MED14,155,4,7,9,0,0,80,1,0,0
MED14OS,2,0,0,1,0,0,1,0,0,0
TNIP2P1,1,0,0,0,0,0,1,0,0,0
USP9X,596,16,19,23,18,10,239,2,3,3
LINC02601,1,0,0,0,0,0,0,0,0,0
DDX3X,442,9,35,25,13,14,293,4,9,4
NYX,0,0,0,0,0,0,0,0,0,0
CASK,274,7,14,5,2,2,86,1,1,1
CASK-AS1,78,0,5,1,0,0,18,0,0,0
LOC124905180,3,0,2,0,0,1,4,0,0,0
GPR34,45,1,2,1,3,0,18,0,0,0
GPR82,10,0,0,0,0,0,7,0,0,0
LOC124905181,0,0,0,0,0,0,0,0,0,0
LOC105373186,0,0,0,0,0,0,0,0,0,0
PPP1R2C,0,0,0,0,0,0,0,0,0,0
LOC105373188,0,0,0,0,0,0,1,0,0,0
PINCR,0,0,0,0,0,0,0,0,0,0
MAOA,140,3,8,30,0,12,365,6,6,2
MAOB,38,1,2,0,0,0,45,0,0,1
NDP,8,0,0,0,0,0,0,0,0,0
NDP-AS1,3,0,0,0,0,0,0,0,0,0
EFHC2,7,0,0,0,0,0,4,0,0,1
FUNDC1,17,0,0,2,0,0,19,1,0,1
DUSP21,0,0,0,0,0,0,0,0,0,0
LOC105373190,0,0,0,0,0,0,0,0,0,0
KDM6A,120,6,2,17,0,7,162,4,4,1
DIPK2B,19,0,2,4,0,0,5,0,0,0
LOC105373191,0,0,0,0,0,0,0,0,0,0
LINC01204,0,0,0,0,0,0,0,0,0,0
MFFP3,0,0,0,0,0,0,0,0,0,0
MIR222HG,77,5,4,12,1,1,40,0,2,0
MIR221,0,0,0,0,0,0,0,0,0,0
MIR222,0,0,0,0,0,0,1,0,0,0
LINC02595,0,0,0,0,0,0,2,0,0,0
LOC124900502,0,0,0,0,0,0,0,0,0,0
LINC01186,0,0,0,0,0,0,0,0,0,0
KRABD4,27,3,3,1,0,2,18,0,1,0
ZNF674,33,1,5,4,1,0,19,1,0,0
LOC124900488,0,0,0,0,0,0,0,0,0,0
ZNF674-AS1,15,0,1,0,0,1,1,0,0,0
CHST7,6,2,2,1,1,0,0,0,0,0
SLC9A7,119,4,3,1,5,3,38,0,3,3
LOC124905182,5,0,2,0,0,0,0,0,0,0
RP2,34,4,3,1,1,1,55,3,2,0
LINC01545,0,0,0,0,0,0,1,0,0,0
JADE3,53,1,4,0,2,2,40,0,1,4
RGN,2,0,0,1,0,0,0,0,0,0
LOC105373193,0,0,0,0,0,0,0,0,0,0
LOC107985720,17,2,1,0,0,2,16,1,0,0
NDUFB11,140,8,3,4,1,8,284,4,5,4
RBM10,46,2,5,3,0,4,87,2,1,3
UBA1,515,21,47,50,16,45,996,14,25,8
LOC105373194,3,0,1,1,0,0,1,0,0,0
INE1,19,2,1,0,1,2,9,0,1,0
CDK16,179,16,12,19,0,15,200,3,8,2
USP11,75,2,6,0,0,2,24,1,1,0
LOC124905277,0,0,0,0,0,0,0,0,0,0
LOC124905264,0,0,0,0,0,0,0,0,0,0
ZNF157,0,1,1,0,0,0,1,0,0,0
SNORA11C,0,0,0,0,0,0,0,0,0,0
ZNF41,79,5,3,2,1,5,63,3,1,1
LINC01560,14,0,0,0,1,0,1,1,0,0
LOC124905183,0,0,0,0,0,0,0,0,0,0
LOC124905184,1,0,0,0,0,0,0,0,0,0
ARAF,38,2,1,0,2,1,22,0,0,0
SYN1,5,0,0,0,0,0,0,0,0,0
TIMP1,297,7,25,10,6,3,50,0,1,0
MIR4769,0,0,0,0,0,0,0,0,0,0
CFP,0,0,0,0,0,0,4,0,0,0
ELK1,137,4,4,6,1,1,53,0,0,1
UXT,35,10,8,2,1,2,95,4,0,2
UXT-AS1,8,1,2,0,0,0,30,1,0,0
CXXC1P1,0,0,0,0,0,0,0,0,0,0
ZNF81,108,5,8,4,0,3,63,1,1,2
ZNF182,21,1,2,1,0,1,11,0,0,0
SPACA5,0,0,0,0,0,0,0,0,0,0
ZNF630-AS1,1,0,0,0,0,0,1,0,0,0
ZNF630,5,1,0,0,0,0,15,0,0,0
LOC124905272,0,0,0,0,0,0,0,0,0,0
SSX6P,0,0,0,0,0,0,0,0,0,0
SPACA5B,0,0,0,0,0,0,0,0,0,0
SSX5,0,0,0,0,0,0,0,0,0,0
SSX1,0,0,0,0,0,0,0,0,0,0
SSX9P,0,0,0,0,0,0,0,0,0,0
SSX3,0,0,0,0,0,0,0,0,0,0
SSX4,0,0,0,0,0,0,0,0,0,0
SSX4B,0,0,0,0,0,0,0,0,0,0
SLC38A5,63,3,12,10,1,4,37,1,1,0
LOC124905185,6,0,0,0,0,0,5,0,0,0
FTSJ1,47,2,4,2,1,1,58,1,1,0
PORCN-DT,0,0,0,0,0,0,0,0,0,0
PORCN,43,2,2,1,3,10,253,3,8,11
EBP,106,5,9,5,1,8,203,7,3,2
TBC1D25,12,1,2,0,1,0,6,0,0,0
RBM3,561,29,72,33,26,28,885,31,32,12
WDR13,45,0,2,5,1,5,73,3,1,1
LOC107985695,0,0,0,1,0,0,0,0,0,0
LOC124905186,0,0,0,0,0,0,0,0,0,0
WAS,7,0,1,0,0,1,9,0,0,0
LOC124905187,0,0,0,0,0,0,0,0,0,0
SUV39H1,11,2,3,2,0,0,10,0,1,0
GLOD5,0,0,0,0,0,0,0,0,0,0
GATA1,0,0,0,0,0,0,2,0,0,0
HDAC6,80,4,3,2,2,4,94,1,3,1
ERAS,0,0,0,0,0,0,0,0,0,0
PCSK1N,46,0,0,0,0,0,0,0,0,0
TIMM17B,21,0,1,2,0,0,22,0,1,0
PQBP1,17,2,1,3,0,0,12,0,0,0
SLC35A2,66,1,1,3,1,4,62,0,0,0
PIM2,10,4,2,0,1,0,7,0,0,0
OTUD5,59,2,2,1,1,4,73,2,3,2
KCND1,4,0,0,0,0,0,0,0,0,0
GRIPAP1,13,0,1,0,1,0,3,0,0,0
TFE3,71,6,2,5,2,2,43,0,0,1
CCDC120,19,0,0,3,0,5,61,4,2,1
PRAF2,9,1,0,1,0,0,1,0,0,0
WDR45,31,1,1,2,0,1,41,0,1,3
GPKOW,25,1,1,1,0,0,21,0,0,0
LOC105373195,1,0,0,0,0,0,0,0,1,0
MAGIX,2,1,1,0,0,0,4,1,0,0
PLP2,596,22,16,53,8,42,850,22,14,8
PRICKLE3,178,10,7,17,2,16,237,8,7,3
SYP,0,0,0,0,0,0,1,0,0,0
SYP-AS1,0,0,0,0,0,0,0,0,0,0
CACNA1F,1,0,0,0,0,0,0,0,0,0
CCDC22,20,2,2,1,0,1,31,1,1,0
FOXP3,3,1,0,0,0,0,4,0,1,0
FLICR,0,0,0,0,0,0,0,0,0,0
PPP1R3F,12,0,0,0,1,0,7,0,0,0
GAGE10,0,0,0,0,0,0,0,0,0,0
LOC124905188,0,0,0,0,0,0,0,0,0,0
GAGE12J,0,0,0,0,0,0,0,0,0,0
GAGE13,0,0,0,0,0,0,0,0,0,0
GAGE12B,0,0,0,0,0,0,0,0,0,0
GAGE12C,0,0,0,0,0,0,0,0,0,0
GAGE12D,0,0,0,0,0,0,0,0,0,0
GAGE12E,0,0,0,0,0,0,0,0,0,0
GAGE12F,0,0,0,0,0,0,0,0,0,0
GAGE12G,0,0,0,0,0,0,0,0,0,0
GAGE12H,0,0,0,0,0,0,0,0,0,0
GAGE2A,0,0,0,0,0,0,0,0,0,0
GAGE1,0,0,0,0,0,0,0,0,0,0
PAGE1,0,0,0,0,0,0,0,0,0,0
PAGE4,0,0,0,0,0,0,0,0,0,0
USP27X-DT,1,0,0,0,0,0,1,0,0,0
USP27X,2,0,0,0,0,1,2,0,0,0
CLCN5,33,7,9,6,1,1,46,0,1,0
MIR532,1,0,0,0,0,0,0,0,0,0
MIR188,0,0,0,0,0,0,0,0,0,0
MIR500A,1,0,0,0,0,0,0,0,0,0
MIR362,0,0,0,0,0,0,0,0,0,0
MIR501,0,0,0,0,0,0,0,0,0,0
MIR500B,0,0,0,0,0,0,0,0,0,0
MIR660,0,0,0,0,0,0,0,0,0,0
MIR502,0,0,0,0,0,0,0,0,0,0
AKAP4,0,0,0,0,0,0,0,0,0,0
CCNB3,1,0,0,0,0,0,0,0,0,0
DGKK,0,0,0,0,0,0,0,0,0,0
SHROOM4,49,0,3,0,2,0,10,0,1,0
BMP15,0,0,0,0,0,0,0,0,0,0
ASMER2,0,0,0,0,0,0,0,0,0,0
LINC01284,0,0,0,0,0,0,0,0,0,0
LOC105373204,0,0,0,0,0,0,0,0,0,0
NUDT10,30,0,1,0,0,0,3,0,0,0
EZHIP,0,0,0,0,0,0,0,0,0,0
NUDT11,26,1,4,1,0,0,3,0,1,0
LINC01496,0,0,0,0,0,0,0,0,0,0
CENPVL3,1,0,0,0,0,0,0,0,0,0
LOC105373205,0,0,0,0,0,0,0,0,0,0
CENPVL2,0,0,0,0,0,0,0,0,0,0
CENPVL1,0,0,0,0,0,0,0,0,0,0
GSPT2,41,2,2,4,0,1,23,0,0,0
MAGED1,514,18,16,10,13,10,123,2,1,0
LOC401589,0,0,0,0,0,0,0,0,0,0
LOC105377208,0,0,0,0,0,0,0,0,0,0
MAGED4B,34,1,0,0,3,0,2,0,0,0
SNORA11E,9,2,0,3,4,0,2,1,0,0
MAGED4,35,0,1,1,0,0,0,0,0,0
SNORA11D,7,1,0,0,1,0,0,0,0,0
LOC105377209,0,0,0,0,0,0,0,0,0,0
MIR8088,0,0,0,0,0,0,0,0,0,0
LOC124905189,0,0,0,0,0,0,0,0,0,0
XAGE2,0,0,0,0,0,0,0,0,0,0
XAGE1A,0,0,0,0,0,0,0,0,0,0
XAGE1B,0,0,0,0,0,0,0,0,0,0
LOC107985659,0,0,0,0,0,0,0,0,0,0
SSX8P,0,0,0,0,0,0,0,0,0,0
SSX7,0,0,0,0,0,0,0,0,0,0
SSX2,0,0,0,0,0,0,0,0,0,0
SSX2B,0,0,0,0,0,0,0,0,0,0
SPANXN5,0,0,0,0,0,0,0,0,0,0
XAGE5,0,0,0,0,0,0,0,0,0,0
XAGE3,0,0,0,0,0,0,0,0,0,0
FAM156B,15,2,3,4,0,0,6,0,0,0
LOC124905190,2,0,0,0,0,0,0,0,0,0
FAM156A,18,1,2,0,0,0,5,0,0,0
GPR173,14,0,0,0,0,0,0,0,0,0
TSPYL2,35,2,1,3,0,0,0,0,0,0
KANTR,55,7,4,1,5,1,59,3,2,7
KDM5C,210,12,13,18,10,14,170,3,4,1
MIR6895,0,0,0,0,0,0,0,0,0,0
MIR6894,1,0,0,0,0,1,0,0,0,0
IQSEC2,25,0,0,2,0,2,17,0,1,0
LOC124905191,1,0,1,0,0,0,0,0,0,0
SMC1A,122,5,5,10,7,2,18,0,3,1
MIR6857,0,0,0,0,0,0,0,0,0,0
RIBC1,3,0,0,0,0,0,0,0,0,0
HSD17B10,108,2,5,3,10,8,238,4,2,0
HUWE1,777,25,30,34,40,8,207,3,7,1
MIR98,0,0,1,0,0,0,1,0,0,0
MIRLET7F2,0,0,0,0,0,0,0,0,0,0
PHF8,36,4,0,1,3,0,19,0,0,0
FAM120C,129,0,14,7,0,1,47,3,0,0
WNK3,17,1,0,0,0,1,3,0,0,0
TSR2,53,0,2,5,2,2,14,0,0,0
FGD1,35,1,2,3,0,0,3,0,0,0
GNL3L,372,14,21,18,10,9,241,2,2,1
ITIH6,3,0,0,0,0,0,0,0,0,0
MAGED2,228,6,20,8,6,3,152,0,4,1
SNORA11,25,6,3,2,10,0,11,1,2,3
TRO,30,0,3,0,1,2,1,0,0,0
SNORA11G,4,4,1,0,3,0,1,1,0,0
PFKFB1,0,0,0,0,0,0,1,0,0,0
APEX2,71,3,12,6,3,2,76,3,1,0
ALAS2,1,0,0,0,0,0,0,0,0,0
PAGE2B,0,0,0,0,0,0,0,0,0,0
PAGE2,0,1,0,0,0,0,0,0,0,0
VCF2,23,0,2,0,1,0,33,0,0,0
SNORA109,0,1,2,0,0,0,4,0,0,0
PAGE5,0,0,0,0,0,0,1,0,0,0
PAGE3,0,0,0,0,0,0,0,0,0,0
LOC100421746,0,0,0,0,0,0,0,0,0,0
MIR4536-2,0,0,0,0,0,0,0,0,0,0
MIR4536-1,0,0,0,0,0,0,0,0,0,0
MAGEH1,13,1,0,1,0,1,2,0,0,0
USP51,10,0,1,0,0,0,0,0,0,0
LOC101928692,0,0,0,0,0,0,0,0,0,0
FOXR2,0,0,0,0,0,0,0,0,0,0
XAGE-4,0,0,0,0,0,0,0,0,0,0
RRAGB,85,3,0,3,0,0,20,1,0,0
KLF8,35,0,1,2,1,1,51,1,1,0
LOC124905192,0,0,0,1,0,0,0,0,0,0
LOC124905193,1,0,0,1,0,0,0,0,0,0
LOC124900486,7,0,0,0,0,0,0,0,0,0
UBQLN2,279,1,10,11,10,20,415,3,7,2
LOC124905194,1,0,0,0,0,0,0,0,0,0
NBDY,63,2,2,4,0,0,36,1,1,2
UQCRBP1,29,0,2,0,0,1,30,0,1,1
SPIN3,46,2,3,2,0,0,25,1,1,0
SPIN2B,11,0,1,3,1,1,6,0,0,0
FAAH2,38,1,0,0,1,3,79,0,1,1
SPIN2A,8,0,0,1,0,0,3,1,1,0
ZXDB,53,5,5,1,1,2,38,2,0,1
LOC107985708,0,0,0,0,0,0,0,0,0,0
NLRP2B,0,0,0,0,0,0,1,0,0,0
LOC124905232,0,0,0,0,0,0,0,0,0,0
ZXDA,26,1,6,3,0,1,18,0,0,0
LOC105377211,1,0,0,0,0,0,2,0,0,0
LOC105377212,0,0,0,0,0,0,1,0,0,0
SPIN4-AS1,1,0,0,0,0,0,0,0,0,0
SPIN4,22,0,1,4,0,1,41,0,0,0
LINC01278,51,0,2,4,2,0,7,0,0,0
ARHGEF9,66,0,1,5,0,2,29,0,0,0
ARHGEF9-IT1,0,0,0,0,0,0,0,0,0,0
LOC128031833,5,0,0,1,0,0,2,0,0,0
MIR1468,0,0,0,0,0,0,0,0,0,0
AMER1,75,1,3,3,2,0,66,1,2,1
LOC112268307,2,0,0,0,0,0,1,0,0,0
ASB12,0,0,0,0,0,0,0,0,0,0
MTMR8,4,0,0,0,0,0,3,0,0,0
PFN5P,0,0,0,0,0,0,0,0,0,0
LOC124905195,0,0,0,0,0,0,0,0,0,0
LOC105373239,0,0,0,0,0,0,0,0,0,0
ZC4H2,10,0,0,0,1,0,7,0,0,0
ZC3H12B,5,0,1,0,0,0,0,0,0,0
LAS1L,28,0,1,3,0,0,18,0,1,0
FRMD8P1,12,0,0,1,1,1,9,0,0,0
MSN,849,9,41,34,24,16,318,6,6,0
MIR223HG,1,1,0,2,0,0,2,0,1,0
MIR223,0,0,0,0,0,0,0,0,0,0
VSIG4,33,1,2,1,2,1,13,0,0,0
HEPH,64,1,4,0,3,1,21,1,0,1
EDA2R,12,1,0,3,0,0,3,0,0,1
LOC105373240,0,0,0,0,0,0,1,0,0,0
AR,28,0,0,0,0,4,26,2,1,0
NXTAR,0,0,0,0,0,0,0,0,0,0
OPHN1,17,3,3,1,1,1,8,1,1,0
YIPF6,188,3,7,8,4,6,156,5,2,2
STARD8,10,1,0,0,0,0,3,0,0,0
EFNB1,137,2,5,7,4,1,23,3,0,1
LOC102723911,0,0,0,0,0,0,0,0,0,0
LOC105373242,0,0,1,0,0,0,0,0,0,0
LOC124905196,1,0,0,0,0,0,0,0,0,0
LOC107985646,0,0,0,1,0,0,0,0,0,0
PJA1,33,1,1,1,0,1,6,1,0,0
LINC00269,0,0,0,0,0,0,0,0,0,0
NALF2,3,0,0,0,0,0,0,0,0,0
EDA,4,0,0,0,0,1,3,0,0,1
MIR676,0,0,0,0,0,0,0,0,0,0
AWAT2,0,0,0,0,0,0,0,0,0,0
OTUD6A,0,0,0,0,0,0,0,0,0,0
IGBP1,79,2,7,6,6,2,105,0,1,2
LOC107985683,1,0,0,0,0,0,0,0,0,0
DGAT2L6,0,0,0,0,0,0,0,0,0,0
AWAT1,0,0,0,0,0,0,0,0,0,0
P2RY4,0,0,0,0,0,0,0,0,0,0
ARR3,0,0,0,0,0,0,0,0,0,0
RAB41,0,0,0,0,0,0,0,0,0,0
PDZD11,87,1,3,7,4,7,154,3,5,4
KIF4A,18,1,2,1,0,1,4,0,1,0
GDPD2,3,0,0,0,0,0,0,0,0,0
LOC105373244,1,0,0,0,0,0,0,0,0,0
DLG3,65,1,3,4,1,5,103,4,4,3
DLG3-AS1,0,0,0,0,0,0,0,0,0,0
TEX11,0,0,0,0,0,0,1,0,0,0
SNORD3E,3,0,0,0,2,0,7,0,1,0
SLC7A3,0,0,0,0,0,0,0,0,0,0
SNX12,264,8,12,20,6,15,350,11,8,7
FOXO4,47,0,1,0,0,3,27,0,2,0
CXorf65,0,0,0,0,0,0,0,0,0,0
IL2RG,14,2,0,1,2,2,58,2,1,0
MED12,62,1,1,4,0,3,23,0,2,0
LOC124905197,0,0,1,0,0,0,0,0,0,0
NLGN3,2,1,0,0,0,0,1,0,0,0
LOC107985688,0,0,0,0,0,0,0,0,0,0
GJB1,0,0,0,0,0,0,1,0,0,0
ZMYM3,116,1,3,2,5,2,45,1,0,0
LOC105373247,0,0,0,0,0,0,0,0,0,0
NONO,137,3,11,6,6,0,33,1,4,0
ITGB1BP2,4,0,0,0,0,0,1,0,0,0
LOC124905198,0,0,0,0,0,0,0,0,0,0
TAF1,66,2,7,4,2,2,18,0,0,1
INGX,0,0,0,0,0,0,0,0,0,0
OGT,336,7,19,15,3,7,222,6,6,1
GCNA,0,0,0,0,0,0,2,0,0,0
CXCR3,0,0,0,0,0,0,0,0,0,0
LOC100129291,3,0,0,0,0,0,0,0,0,0
LOC101059915,0,0,0,0,0,0,0,0,0,0
LINC00891,0,0,0,0,1,0,0,0,0,0
CXorf49,1,0,0,0,0,0,0,0,0,0
CXorf49B,0,0,0,0,0,0,0,0,0,0
LOC100132741,0,0,0,0,0,0,0,0,0,0
LOC101060274,0,0,0,0,0,0,0,0,0,0
NHSL2,34,0,3,1,0,0,0,0,0,0
RPS26P11,27,1,1,1,1,3,21,0,0,0
RTL5,5,1,0,0,0,0,0,0,0,0
PIN4,9,1,0,1,0,0,9,0,1,0
ERCC6L,18,0,0,1,2,2,5,0,0,0
RPS4X,976,36,100,95,17,56,1872,51,56,24
CITED1,1,1,0,0,0,0,0,0,0,0
LOC105373250,0,0,0,0,0,0,0,0,0,0
HDAC8,36,0,3,1,4,0,16,0,1,0
PHKA1,47,3,5,8,0,3,69,2,1,1
PHKA1-AS1,0,0,0,0,0,0,0,0,0,0
LOC124905290,0,0,0,0,0,0,0,0,0,0
DMRTC1B,2,0,0,0,0,0,0,0,0,0
FAM226B,0,0,0,0,0,0,0,0,0,0
FAM236B,0,0,0,0,0,0,0,0,0,0
FAM236D,0,0,0,0,0,0,0,0,0,0
DMRTC1,1,0,0,0,0,0,0,0,0,0
FAM236C,0,0,0,0,0,0,0,0,0,0
FAM236A,0,0,0,0,0,1,0,0,0,0
FAM226A,0,0,0,0,0,0,0,0,0,0
PABPC1L2B-AS1,0,0,0,0,0,0,0,0,0,0
PABPC1L2B,0,0,0,0,0,0,0,0,0,0
PABPC1L2A,0,0,0,0,0,0,0,0,0,0
LOC101928380,0,0,0,0,0,0,0,0,0,0
NAP1L6P,0,0,0,0,0,0,0,0,0,0
NAP1L2,12,0,1,1,1,0,3,0,0,0
CDX4,0,0,0,0,0,0,0,0,0,0
MAP2K4P1,29,3,2,2,0,1,27,0,0,0
CHIC1,88,0,5,2,2,0,17,1,0,0
TSIX,0,0,0,8,0,0,0,0,4,0
XIST,0,0,0,16,0,1,0,0,11,0
JPX,6,0,0,0,0,0,11,0,1,0
FTX,25,0,4,1,0,2,52,1,1,0
MIR421,1,0,0,0,0,0,0,0,0,0
MIR374B,0,0,0,0,0,0,0,0,0,0
MIR374C,0,0,0,0,0,0,0,0,0,0
MIR545,0,0,0,0,0,0,0,0,0,0
MIR374A,0,0,0,0,0,0,0,0,0,0
LOC124905199,1,0,2,1,0,0,1,0,0,0
ZCCHC13,0,0,0,0,0,0,0,0,0,0
LOC105373252,0,0,0,0,0,0,0,0,0,0
SLC16A2,20,0,1,0,0,0,6,0,0,0
RLIM,275,8,19,14,8,7,227,2,7,5
NEXMIF,5,0,0,0,0,1,0,0,0,0
ABCB7,84,1,9,7,2,1,100,2,2,1
UPRT,13,1,1,0,1,0,9,0,0,0
LOC124905200,0,0,0,0,0,0,0,0,0,0
ZDHHC15,31,0,0,0,0,1,8,0,0,0
LOC107985664,4,0,0,0,0,0,1,0,0,0
TTC3P1,46,0,3,4,1,0,3,0,0,0
MAGEE2,0,0,0,0,0,0,0,0,0,0
PBDC1,24,3,3,3,1,1,18,0,0,0
MAGEE1,9,0,2,0,0,0,5,0,0,0
MIR325HG,0,0,0,0,0,0,0,0,0,0
MIR384,0,0,0,0,0,0,0,0,0,0
MIR325,0,0,0,0,0,0,0,0,0,0
LOC105373254,1,0,0,0,0,0,0,0,0,0
FGF16,0,0,0,0,0,0,0,0,0,0
ATRX,183,7,9,12,6,1,53,0,3,0
MAGT1,373,8,16,8,16,12,278,3,4,0
COX7B,152,9,18,22,16,14,544,5,5,8
ATP7A,79,2,7,4,0,0,60,2,3,1
PGAM4,91,5,11,9,1,9,207,6,2,0
LOC124905201,0,0,0,0,0,0,0,0,0,0
